Gene_Name	CKDdb_num_of_studies	CKDdb_Disease	GOA_Kidney_Research_Priority	tub_Exp_num_of_eQTLs	tub_Pr_of_no_eQTL	tub_FDR	glom_Exp_num_of_eQTLs	glom_Pr_of_no_eQTL	glom_FDR
SLC8B1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLC24A6	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NCKX6	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A8	1.0	1.0	0	1.42	0.0214	0.00257	0.0	0.0	0.0
NHE8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1A4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OATP1A4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OATP2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1B1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OATP1B1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO1B2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLFN10-PS	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLFN4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC12	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ233/PRO266	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLITRK5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC11	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLMO1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLX1B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GIYD1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GIYD2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMAD4	1.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
DPC4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MADH4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMAD5-AS1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DAMS	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMAD5OS	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCA2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BAF190B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRM	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCAD1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCD1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BAF60A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMC1A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SB1.8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMC1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMCO4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FN5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMCR7L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1104E15.5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MID51	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMCR8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMG5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMG7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SGA56M	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EST1C	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMG9	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
F17127_1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMGC	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM10	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM13	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM8	1.0	1.0	0	1.11	0.00101	8.62e-05	0.0	0.0	0.0
DC18	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM9	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMOC1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMOK2B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMOK3A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMPD4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMPDL3B	1.0	1.0	0	1.49	0.000596	5.41e-05	0.0	0.0	0.0
ASML3B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMR3A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PROL5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PBI	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMUG1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMYD2	1.0	1.0	0	1.4	4.43e-11	2.72e-12	0.0	0.0	0.0
KMT3C	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSKM-B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMYD3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SMYD4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAI1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAI2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLUG	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLUGH	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAI3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF293	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAP25	1.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SNAP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAP29	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAPC4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAPC5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNAP19	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNCB	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SND1-IT1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NAG8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NSG-X	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNF8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EAP30	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNIP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD14E	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNPH	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRK	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNFRK	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSNFRK	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRNP25	1.0	1.0	0	1.0	0.000755	6.659999999999999e-05	0.0	0.0	0.0
16PHQG	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRNP40	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
WDR57	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRNP70	1.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
RNPU1Z	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RPU1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRPB2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRPG	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PBSCG	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNRPGP15	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNTG2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNUPN	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RNUT1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPN1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX11	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX12	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX14	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX21	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNXL	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PP3993	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX24	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX27	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MY014	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MRT1A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX30	1.0	1.0	0	1.04	0.0015300000000000001	0.000154	0.0	0.0	0.0
SNX31	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HA1355	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX32	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX6B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SNX8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOBP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
JXC1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NAP4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOHLH2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC169-SOHLH2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
C13ORF38-SOHLH2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SORCS2	1.0	1.0	0	0.0	0.0	0.0	1.01	0.00016999999999999999	1.7899999999999998e-05
SOS2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOST	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ2976/PRO7455/PRO7476	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ2976	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOWAHC	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD57	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOWAHD	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD58	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SOX7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SP1	2.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
TSFP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SP4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPACA1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SAMP32	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPACA4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPACA7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPAG4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SUN4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA19	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPERGEN1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA2L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA31A1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FAM75A1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA31C2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FAM75C2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA6	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA9	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NYD-SP16	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATC1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATS2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SCR59	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPATA10	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPC24	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPBC24	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPDYE3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPECC1L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYTSA	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPECC1L-ADORA2A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPEF1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPEG	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APEG1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPERT	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CBY2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NURIT	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPG11	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPG21	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACP33	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BM-019	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPHK1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPIN2D	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINK12	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINK14	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GM5505	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINK4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINK5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINT3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HKIB9	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPNS1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPIN1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PP20300	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPNS3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPOCD1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPOPL	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPRED2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SHO	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2G	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPRYD5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM51	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPRYD7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CLLD6	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPSB2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GRCC9	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPSB4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSB4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPTBN4	2.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPTBN3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPNB4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPTBN5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BSPECV	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPTLC1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPTSSB	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADMP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSSPTB	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPTY2D1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRD5A2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SREBF1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BHLHD1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SREBP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SREBF2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BHLHD2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SREBP2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRF	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRFBP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRGAP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP13	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRGAP2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP34	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FNBP2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRP14	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRP19	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRPRB	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRPX2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRPUL	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRRD	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRR1L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SFRS2B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRP46	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SS18L1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CREST	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSBP3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSDP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSDP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSFA2	1.0	1.0	0	0.983	0.025	0.00316	0.0	0.0	0.0
CS1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KRAP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSH3	1.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
SSH3L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSSH-3L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSMEM1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSNA1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NA14	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSPO	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSR2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TRAPB	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSD25	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSRP1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FACT80	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSTR5	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSUH2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSX4B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSX4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSX4A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SSX7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ST3GAL3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SIAT3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SIAT6	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ST6GALNAC2	1.0	1.0	0	0.0	0.0	0.0	1.18	9.720000000000001e-12	6.260000000000001e-13
SIAT7B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SIATL1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STAG2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SA2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STAG3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STAG3L2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STAG3L1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STAM2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STARD10	1.0	1.0	0	1.01	0.00515	0.000583	0.0	0.0	0.0
SDCCAG28	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CGI-52	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STARD3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CAB1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MLN64	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STARD7	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GTT1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STARD8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA0189	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STARD9	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1300	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KIF16A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STEAP1B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STEAP3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSAP6	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PHYDE	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STFA1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STF-1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STG	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ1840/PRO3566	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ1840	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STH	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STIM1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STIM2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STK31	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STK32A	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STK32B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ3003/PRO9744	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSA250839	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STK39	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPAK	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STMND1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STRADB	1.0	1.0	0	1.01	1.97e-07	1.18e-08	0.0	0.0	0.0
ALS2CR2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PAPK	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STRAP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MAWD	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNRIP	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STRC	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STRN	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STRN3	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GS2NA	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SG2NA	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX10	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SYN10	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX12	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX13	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX17	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX1B	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX1B1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX1B2	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STX8	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STXBP5L	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LLGL4	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STYX	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
STYXL1	1.0	1.0	0	2.04	1.02e-06	8.72e-08	0.0	0.0	0.0
MKSTYX	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SUCLG1	1.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
