Gene_Name	Experimental_seed_genes_overlap	Inferred_seed_genes_overlap	known_gene	GTEx_kidney_TPM_expression	GTEx_kidney_Expression_Rank	ProteinAtlas_gene_expr_levels	ProteinAtlas_RNA_expression_TMP	GO_renal	GO_kidney	GO_nephro	GO_glomerul	GO_distal tubule	CKD-example_GWAS_hits	CKD-example_GWAS_max_P_VALUE	CKD-example_GWAS_min_P_VALUE	CKD-example_GWAS_max_OR	CKD-example_GWAS_min_OR	CKD-example_GWAS_tissue_trait_flag	MGI_mouse_knockout_feature
SPPL2A	0.0	0.0	0.0	18.4	3831.0	High	62.8	0.0	0.0	0.0	0.0	0.0	1.0	9e-09	9e-09	0.0267	0.0267	1.0	0.0
SPPL2B	0.1111111111111111	0.0	0.0			High	9.6	0.0	0.0	0.0	0.0	0.0							0.0
SPPL3	0.0	0.0	0.0	15.92	4371.0	0	24.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPR	0.0	0.08333333333333333	0.0	41.03	1596.0	0	37.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRED1	0.06666666666666667	0.0	0.0	5.2860000000000005	8651.0	Low	9.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRED2	0.0	0.041666666666666664	0.0	9.878	6247.0	High	16.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRED3	0.0	0.0	0.0	0.317	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SPRN	0.0	0.0	0.0	5.355	8614.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR1A	0.0	0.0	0.0	0.6071	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR1B	0.0	0.0	0.0	0.3808	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR2A	0.15384615384615385	0.0	0.0	0.4457	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR2D	0.0	0.0	0.0	0.1539	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR2E	0.0	0.0	0.0	0.1479	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR2G	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR3	0.0	0.0	0.0	1.454	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRR4	0.0	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRTN	0.053763440860215055	0.09090909090909091	0.0	1.679	18225.0	0	4.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRY1	0.02702702702702703	0.0	0.0	15.06	4565.0	High	18.5	0.0	1.0	1.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SPRY2	0.05217391304347826	0.1	0.0	11.92	5443.0	High	20.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRY3	0.0	0.07142857142857142	0.0	0.7889	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRY4	0.0	0.0	0.0	12.21	5356.0	High	10.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRYD3	0.0	0.5	0.0	31.82	2176.0	Medium	20.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRYD4	0.06666666666666667	0.0	0.0	16.82	4181.0	Low	3.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPRYD7	0.14285714285714285	0.0	0.0	6.439	7949.0	Medium	8.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPSB1	0.09523809523809523	0.024793388429752067	0.0	14.65	4660.0	0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPSB2	0.07142857142857142	0.0	0.0	8.974	6646.0	High	6.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPSB3	0.07692307692307693	0.0	0.0	41.02	1599.0	High	8.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPSB4	0.125	0.07692307692307693	0.0	0.3517	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTA1	0.16	0.06818181818181818	0.0	0.01907	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SPTAN1	0.058394160583941604	0.087248322147651	0.0	40.94	1602.0	High	34.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTB	0.058823529411764705	0.07228915662650602	0.0	3.09	18225.0	Low	1.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SPTBN1	0.0782608695652174	0.09036144578313253	0.0	59.7	997.0	High	80.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SPTBN2	0.125	0.061224489795918366	0.0	23.78	3003.0	High	17.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTBN4	0.0	0.07142857142857142	0.0			Not_detected	0.4	0.0	0.0	0.0	0.0	0.0							0.0
SPTBN5	0.0	0.06382978723404255	0.0	1.38	18225.0	0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTLC1	0.041666666666666664	0.028985507246376812	0.0	10.7	5880.0	Low	52.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTLC2	0.0625	0.05	0.0	13.27	5037.0	0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTSSA	0.16666666666666666	0.0	0.0	18.39	3833.0	0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPTY2D1	0.0	0.375	0.0	5.064	8785.0	High	9.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SPX	0.0	0.0	0.0			0	5.1	0.0	0.0	0.0	0.0	0.0							0.0
SPZ1	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SQLE	0.125	0.030303030303030304	0.0	9.385	6482.0	Low	15.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SQRDL	0.09523809523809523	0.25	0.0	19.08	3698.0	High	32.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SQSTM1	0.07003891050583658	0.030201342281879196	0.0	53.24	1169.0	Medium	123.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRA1	0.024390243902439025	0.0	0.0	25.92	2736.0	High	3.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SRBD1	0.0	0.09090909090909091	0.0	2.905	18225.0	High	8.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRC	0.07506702412868632	0.05627705627705628	1.0	20.34	3462.0	Medium	9.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRCAP	0.09375	0.030303030303030304	0.0	17.33	4064.0	Medium	11.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRCIN1	0.1111111111111111	0.15384615384615385	0.0	0.297	18225.0	Low	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRD5A1	0.2	0.0	0.0	5.077	8776.0	High	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRD5A3	0.0	0.0	0.0	2.927	18225.0	0	10.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SREBF1	0.13432835820895522	0.08695652173913043	0.0	25.47	2794.0	0	8.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SREBF2	0.13513513513513514	0.009950248756218905	0.0	37.97	1756.0	Medium	25.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SREK1	0.04225352112676056	0.0	0.0	14.05	4822.0	High	4.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SREK1IP1	0.18181818181818182	0.0	0.0	3.716	18225.0	Low	6.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRF	0.08196721311475409	0.08823529411764706	0.0	18.65	3783.0	High	11.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRFBP1	0.0	0.0	0.0	3.1910000000000003	18225.0	High	7.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRGAP1	0.0	0.07692307692307693	0.0	2.5269999999999997	18225.0	0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRGAP2	0.03125	0.12	0.0			Medium	9.3	0.0	0.0	0.0	0.0	0.0							0.0
SRGAP2C	0.0	0.0	0.0			0	7.0	0.0	0.0	0.0	0.0	0.0							0.0
SRGAP3	0.0	0.029411764705882353	0.0	1.712	18225.0	Low	2.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRGN	0.0	0.0	0.0	80.06	662.0	Not_detected	94.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRI	0.12903225806451613	0.3333333333333333	0.0	31.31	2211.0	Not_detected	88.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRM	0.1111111111111111	0.07865168539325842	0.0	29.29	2370.0	High	12.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRMS	0.0	0.0	0.0	0.1911	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRP14	0.06	0.010101010101010102	0.0	174.5	241.0	0	258.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRP19	0.1111111111111111	0.009615384615384616	0.0	13.0	5119.0	High	22.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRP54	0.12	0.04119850187265917	1.0	26.64	2656.0	High	38.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRP68	0.08571428571428572	0.015625	0.0	33.79	2043.0	Low	35.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRP72	0.09090909090909091	0.03731343283582089	0.0	17.67	3990.0	Medium	34.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRP9	0.13513513513513514	0.009900990099009901	0.0	92.84	544.0	0	289.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRPK1	0.03187250996015936	0.0410958904109589	0.0	8.829	6726.0	Medium	17.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRPK2	0.04103671706263499	0.0	0.0	6.24	8076.0	Not_detected	14.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRPK3	0.047619047619047616	0.03225806451612903	0.0	0.7229	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRPRA	0.17391304347826086	0.01694915254237288	0.0			0	56.0	0.0	0.0	0.0	0.0	0.0							0.0
SRPRB	0.10377358490566038	0.04225352112676056	0.0	20.64	3424.0	Medium	24.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRPX	0.0	0.0	0.0	3.928	18225.0	0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRPX2	0.0	0.0	0.0	5.235	8682.0	0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRR	0.1111111111111111	0.09482758620689655	0.0	2.187	18225.0	Low	9.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRRD	0.0	0.0	0.0	5.587000000000001	8485.0	0	6.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRRM1	0.07586206896551724	0.03954802259887006	0.0	21.98	3222.0	High	21.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRRM2	0.030303030303030304	0.032467532467532464	0.0			High	52.9	0.0	0.0	0.0	0.0	0.0							0.0
SRRM4	0.0	0.0	0.0	0.06854	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRRT	0.03571428571428571	0.039301310043668124	0.0	53.37	1165.0	High	20.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF1	0.04065040650406504	0.038461538461538464	0.0	81.07	655.0	High	65.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF10	0.038461538461538464	0.0	0.0			0	43.7	0.0	0.0	0.0	0.0	0.0							0.0
SRSF11	0.09090909090909091	0.04854368932038835	0.0	36.16	1871.0	Medium	44.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF12	0.1	0.0	0.0	0.9013	18225.0	Not_detected	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF2	0.09473684210526316	0.05627705627705628	0.0	117.9	403.0	High	48.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF3	0.02564102564102564	0.05194805194805195	0.0	49.2	1282.0	High	69.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SRSF4	0.0	0.05741626794258373	0.0	57.7	1046.0	High	25.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF5	0.03508771929824561	0.05741626794258373	0.0	153.1	285.0	Low	107.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF6	0.05263157894736842	0.04782608695652174	0.0	77.78	687.0	High	38.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF7	0.05063291139240506	0.051643192488262914	0.0	42.54	1539.0	Medium	35.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRSF8	0.0	0.0	0.0			High	22.1	0.0	0.0	0.0	0.0	0.0							0.0
SRSF9	0.022222222222222223	0.052132701421800945	0.0	104.8	474.0	High	88.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRXN1	0.0	0.08333333333333333	0.0	23.91	2982.0	0	19.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SRY	0.25	0.045454545454545456	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SS18	0.057692307692307696	0.0	0.0	20.17	3486.0	Not_detected	35.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SS18L1	0.10256410256410256	0.0	0.0	9.958	6218.0	Medium	9.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SS18L2	0.0	0.0	0.0	18.13	3899.0	0	22.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSB	0.05128205128205128	0.02040816326530612	0.0	18.92	3725.0	High	76.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSBP1	0.07936507936507936	0.037037037037037035	0.0	39.3	1679.0	Low	104.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSBP2	0.08333333333333333	0.004784688995215311	0.0	2.515	18225.0	High	12.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
SSBP3	0.08823529411764706	0.07894736842105263	0.0	20.1	3501.0	0	19.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSBP4	0.09090909090909091	0.21428571428571427	0.0	21.64	3262.0	0	7.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSC4D	0.0	0.0	0.0			0	1.4	0.0	0.0	0.0	0.0	0.0							0.0
SSC5D	0.0	0.0	0.0	2.764	18225.0	High	1.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSFA2	0.12195121951219512	0.14285714285714285	0.0	19.94	3536.0	0	53.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSH1	0.125	0.0	0.0	7.7989999999999995	7206.0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSH2	0.21052631578947367	0.08333333333333333	0.0	3.56	18225.0	0	11.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSH3	0.125	0.0	0.0	21.17	3341.0	Medium	5.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSNA1	0.0625	0.22727272727272727	0.0	63.19	919.0	0	26.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSPO	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
SSR1	0.13043478260869565	0.04	0.0	11.11	5722.0	Medium	63.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSR2	0.25	0.028368794326241134	0.0	96.12	521.0	0	169.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSR3	0.16129032258064516	0.031007751937984496	0.0	29.35	2367.0	Medium	75.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSR4	0.03333333333333333	0.041176470588235294	0.0	31.55	2197.0	Not_detected	94.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSRP1	0.07058823529411765	0.03286384976525822	0.0	45.09	1432.0	Not_detected	43.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSSCA1	0.046511627906976744	0.0	0.0	25.99	2730.0	0	16.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SST	0.0	0.021505376344086023	0.0	1.409	18225.0	Not_detected	6.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSTR1	0.6666666666666666	0.021164021164021163	0.0	1.022	18225.0	Low	2.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSTR2	0.0	0.0319634703196347	0.0	4.206	9444.0	0	3.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSTR3	0.0	0.06701030927835051	0.0	0.09436	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSTR4	1.0	0.02127659574468085	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSTR5	0.0	0.02127659574468085	0.0	1.0979999999999999	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSU72	0.3333333333333333	0.049019607843137254	0.0	90.46	564.0	Medium	70.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSUH2	0.0	0.0	0.0	0.3943	18225.0	Not_detected	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSX1	0.0	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSX2	0.0	0.0	0.0			Not_detected	0.0	0.0	0.0	0.0	0.0	0.0							0.0
SSX2IP	0.10176991150442478	0.06666666666666667	0.0	4.524	9170.0	Medium	17.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSX3	0.0625	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSX4	0.0	0.0	0.0	0.0	18225.0	Not_detected	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
SSX5	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST13	0.13043478260869565	0.02631578947368421	0.0	115.6	412.0	High	261.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST13P4	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
ST14	0.16666666666666666	0.0	0.0	49.74	1259.0	0	20.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST18	0.0	0.0	0.0	0.09897	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST3GAL1	0.0	0.04	0.0	18.36	3843.0	High	46.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST3GAL2	0.0	0.04	0.0	6.745	7785.0	Low	3.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST3GAL3	0.3333333333333333	0.04	0.0	5.757000000000001	8370.0	0	6.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST3GAL4	0.058823529411764705	0.04	0.0	13.74	4897.0	Low	38.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST3GAL5	0.3333333333333333	0.0	0.0	2.076	18225.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST3GAL6	0.0	0.0	0.0	6.435	7952.0	High	14.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST5	0.08333333333333333	0.25	0.0	4.562	9144.0	High	13.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GAL1	0.0	0.05555555555555555	0.0	27.75	2532.0	Medium	68.1	0.0	0.0	0.0	0.0	0.0	1.0	7e-10	7e-10	1.1320000000000001	1.1320000000000001	1.0	0.0
ST6GAL2	0.0	0.0	0.0	0.1456	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GALNAC1	0.0	0.0	0.0	0.07647999999999999	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GALNAC2	0.0	0.05555555555555555	0.0	10.07	6167.0	0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GALNAC3	0.0	0.0	0.0	3.595	18225.0	0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GALNAC4	0.16666666666666666	0.05555555555555555	0.0	14.4	4727.0	0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GALNAC5	0.0	0.0	0.0	0.06923	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST6GALNAC6	0.0	0.0	0.0	44.73	1448.0	Medium	22.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
ST7	0.0	0.0	0.0	6.369	7989.0	Medium	31.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
